text,label,phishing_type,severity,confidence
"Dear user, this is an expires today notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions now.

Regards,
Taylor Martinez",1,urgency,medium,0.76
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Sincerely,
Jamie Khan",1,credential_harvesting,high,0.93
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Regards,
Taylor Nguyen",1,urgency,high,0.8
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Compliance Team,
Avery Wong",1,urgency,high,0.78
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Security Team,
Cameron Garcia",1,urgency,high,0.86
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Sincerely,
Taylor Garcia",1,romance_dating,medium,0.87
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Sincerely,
Avery Kim",1,romance_dating,high,0.89
"Thanks for attending the workshop. Here are links to references and the slide deck.

Thanks for reviewing the document.

Best,
Jordan Khan",0,legitimate,low,0.96
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Jordan Brown",0,legitimate,low,0.99
"Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Jordan Kim",0,legitimate,low,0.98
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Alex Lee",0,legitimate,low,0.96
"Notice, this is an today only notice regarding your account. Your access will expire soon. To avoid interruption, act now. This offer is time sensitive and ends soon. Follow the instructions immediately.

Compliance Team,
Casey Lee",1,urgency,high,0.88
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Regards,
Jordan Patel",1,credential_harvesting,high,0.81
"Dear user, final warning. Failure to respond will seize your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Sincerely,
Avery Nguyen",1,threats,high,0.95
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Jordan Kim",0,legitimate,low,0.99
"Dear customer, this is the facebook security team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Support Desk,
Taylor Garcia",1,authority_scam,high,0.83
"Hello, final warning. Failure to respond will terminate your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Support Desk,
Sam Patel",1,threats,high,0.82
"Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Cameron Singh",0,legitimate,low,0.96
"Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Riley Singh",0,legitimate,low,0.98
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Feel free to add notes before we meet.

Best,
Cameron Nguyen",0,legitimate,low,0.96
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Account Services,
Avery Brown",1,credential_harvesting,high,0.78
"Dear user, we detected a security alert on your account. To authenticate access, please update your information. Your account may be restricted until you reactivate it.

Account Services,
Avery Martinez",1,social_engineering,high,0.85
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Casey Singh",0,legitimate,low,0.99
"Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Avery Wong",0,legitimate,low,0.97
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Jordan Patel",0,legitimate,low,0.99
"Hi there, congratulations! You are the winner of a refund. To claim your gift of $1,200, please provide your routing number to process the total. This deal is available today only.

IT Desk,
Sam Kim",1,financial_scam,high,0.83
"Dear customer, this is an today only notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

IT Desk,
Casey Wong",1,urgency,high,0.71
"Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Morgan Garcia",0,legitimate,low,0.96
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Feel free to add notes before we meet.

Best,
Sam Garcia",0,legitimate,low,0.96
"Notice, we detected unusual activity on your account. To restore access, please validate your information. Your account may be restricted until you recover it.

IT Desk,
Casey Khan",1,social_engineering,high,0.78
"Thanks for attending the workshop. Here are links to references and the slide deck.

I'll share the slides later today.

Best,
Sam Singh",0,legitimate,low,0.96
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Regards,
Cameron Nguyen",1,tech_support,high,0.88
"Thanks for attending the workshop. Here are the links to references and the slide deck.

Let me know if the timing works for you.

Best,
Morgan Martinez",0,legitimate,low,1.0
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Security Team,
Alex Wong",1,generic_phishing,medium,0.67
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Alex Garcia",0,legitimate,low,0.98
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Compliance Team,
Riley Martinez",1,social_engineering_advanced,high,0.85
"Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

I'll share the slides later today.

Best,
Cameron Garcia",0,legitimate,low,0.99
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Morgan Nguyen",0,legitimate,low,0.99
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Morgan Kim",0,legitimate,low,0.95
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

I'll share the slides later today.

Best,
Morgan Singh",0,legitimate,low,0.96
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Compliance Team,
Sam Wong",1,romance_dating,high,0.81
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Sam Lee",0,legitimate,low,0.99
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Sincerely,
Alex Kim",1,urgency,high,0.83
"Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Jordan Wong",0,legitimate,low,0.98
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

IT Desk,
Taylor Khan",1,urgency,high,0.94
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Appreciate your feedback on this draft.

Best,
Morgan Brown",0,legitimate,low,0.95
"Hi there, congratulations! You are the winner of a prize. To claim your gift of $10,000, please provide your routing number to process the total. This deal is limited time.

Security Team,
Morgan Nguyen",1,financial_scam,high,0.79
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Sincerely,
Jamie Garcia",1,urgency,high,0.91
"Dear user, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Support Desk,
Jordan Nguyen",1,threats,high,0.88
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Riley Patel",0,legitimate,low,0.95
"Notice, your account has been suspended. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Risk Operations,
Alex Brown",1,credential_harvesting,high,0.8
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Morgan Nguyen",0,legitimate,low,1.0
"Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Sam Wong",0,legitimate,low,0.97
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Morgan Martinez",0,legitimate,low,0.95
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Compliance Team,
Avery Singh",1,tech_support,high,0.83
"Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Alex Wong",0,legitimate,low,0.96
"Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Jamie Singh",0,legitimate,low,0.98
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Casey Brown",0,legitimate,low,0.95
"Notice, congratulations! You are the selected recipient of a reward. To claim your gift of €5,000, please provide your routing number to process the total. This offer is limited time.

IT Desk,
Jamie Khan",1,financial_scam,medium,0.92
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Avery Garcia",0,legitimate,low,0.96
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

I'll share the slides later today.

Best,
Alex Nguyen",0,legitimate,low,0.97
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

IT Desk,
Avery Singh",1,social_engineering_advanced,high,0.94
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Regards,
Morgan Khan",1,urgency,medium,0.83
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Avery Kim",0,legitimate,low,0.95
"Account holder, congratulations! You are the winner of a refund. To redeem your payment of $10,000, please provide your account number to process the amount. This deal is available today only.

Compliance Team,
Jordan Nguyen",1,financial_scam,high,0.69
"Account holder, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Security Team,
Sam Singh",1,threats,high,0.95
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Avery Singh",0,legitimate,low,0.98
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Compliance Team,
Jamie Singh",1,urgency,medium,0.86
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Alex Lee",0,legitimate,low,0.99
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Sam Khan",1,generic_phishing,low,0.85
"Attention, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Regards,
Avery Martinez",1,threats,high,0.93
"Dear customer, this is the government compliance team. There are security violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Sincerely,
Alex Patel",1,authority_scam,high,0.87
"Notice, this is an asap notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, respond asap. This offer is time sensitive and expires midnight. Follow the instructions now.

Account Services,
Casey Kim",1,urgency,medium,0.77
"Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Thanks for reviewing the document.

Best,
Morgan Lee",0,legitimate,low,1.0
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Casey Wong",0,legitimate,low,0.99
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Compliance Team,
Riley Garcia",1,credential_harvesting,high,0.93
"Thanks for attending the workshop. Here are the links to references and the slide deck.

Thanks for reviewing the document.

Best,
Alex Singh",0,legitimate,low,0.96
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Support Desk,
Jamie Garcia",1,romance_dating,high,0.72
"Account holder, congratulations! You are the selected recipient of a prize. To collect your payment of 3 BTC, please provide your routing number to process the amount. This offer is limited time.

Security Team,
Taylor Lee",1,financial_scam,medium,0.71
"Attention, congratulations! You are the selected recipient of a prize. To collect your payment of 3 BTC, please provide your credit card to process the amount. This deal is available today only.

Regards,
Cameron Garcia",1,financial_scam,high,0.73
"Notice, congratulations! You are the winner of a refund. To redeem your payment of 3 BTC, please provide your credit card to process the amount. This deal is limited time.

Regards,
Cameron Lee",1,financial_scam,medium,0.69
"Hi there, congratulations! You are the selected recipient of a reward. To claim your payment of €5,000, please provide your credit card to process the amount. This deal is limited time.

Regards,
Avery Lee",1,financial_scam,medium,0.77
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Avery Martinez",0,legitimate,low,0.96
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Security Team,
Jamie Wong",1,tech_support,high,0.78
"Attention, we detected unusual activity on your account. To authenticate access, please update your information. Your account may be temporarily on hold until you recover it.

Regards,
Riley Nguyen",1,social_engineering,high,0.89
"Notice, this is an act now notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, complete the form now. This offer is time sensitive and ends soon. Follow the instructions immediately.

Compliance Team,
Jamie Khan",1,urgency,high,0.79
"Attention, this is an don't wait notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions immediately.

IT Desk,
Sam Martinez",1,urgency,medium,0.88
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Support Desk,
Casey Wong",1,credential_harvesting,high,0.95
"Dear user, congratulations! You are the selected recipient of a prize. To claim your gift of £2,500, please provide your credit card to process the amount. This deal is limited time.

Regards,
Sam Singh",1,financial_scam,medium,0.71
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Security Team,
Morgan Wong",1,tech_support,high,0.8
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Regards,
Alex Garcia",1,tech_support,high,0.91
"Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Cameron Kim",0,legitimate,low,0.97
"Notice, congratulations! You are the selected recipient of a reward. To collect your payment of $10,000, please provide your routing number to process the amount. This deal is available today only.

Compliance Team,
Sam Lee",1,financial_scam,high,0.81
"Hi there, this is the lawyer accounts team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

IT Desk,
Sam Garcia",1,authority_scam,high,0.93
"Hi there, this is the government compliance team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Sincerely,
Cameron Brown",1,authority_scam,high,0.86
"Dear user, this is the administration compliance team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Security Team,
Jamie Kim",1,authority_scam,high,0.91
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Support Desk,
Riley Lee",1,credential_harvesting,high,0.96
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Account Services,
Avery Martinez",1,tech_support,high,0.91
"Attention, congratulations! You are the selected recipient of a prize. To claim your payment of £2,500, please provide your account number to process the amount. This offer is limited time.

Regards,
Morgan Lee",1,financial_scam,high,0.86
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Avery Garcia",0,legitimate,low,0.97
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Support Desk,
Riley Singh",1,generic_phishing,medium,0.66
"Hi there, we detected a login attempt on your account. To restore access, please confirm your information. Your account may be locked until you recover it.

Account Services,
Morgan Khan",1,social_engineering,high,0.77
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Thanks for reviewing the document.

Best,
Cameron Khan",0,legitimate,low,0.99
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Sam Kim",0,legitimate,low,0.98
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Morgan Patel",0,legitimate,low,0.96
"Dear user, your login has been suspended. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Support Desk,
Morgan Garcia",1,credential_harvesting,high,0.8
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Sincerely,
Sam Brown",1,credential_harvesting,high,0.82
"Dear customer, we detected a security alert on your account. To authenticate access, please validate your information. Your account may be locked until you recover it.

Security Team,
Morgan Khan",1,social_engineering,high,0.91
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Cameron Kim",0,legitimate,low,0.97
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Taylor Nguyen",0,legitimate,low,0.99
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Riley Garcia",0,legitimate,low,0.95
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Taylor Khan",0,legitimate,low,0.98
"Notice, this is an hurry notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, act now. This offer is time sensitive and ends soon. Follow the instructions now.

Regards,
Morgan Lee",1,urgency,medium,0.93
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Taylor Singh",0,legitimate,low,0.97
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

I'll share the slides later today.

Best,
Avery Garcia",0,legitimate,low,0.99
"Hi there, we detected unusual activity on your account. To authenticate access, please update your information. Your account may be temporarily on hold until you reactivate it.

Compliance Team,
Taylor Martinez",1,social_engineering,high,0.91
"Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Casey Nguyen",0,legitimate,low,1.0
"Attention, we detected a login attempt on your account. To restore access, please update your information. Your account may be locked until you recover it.

Security Team,
Taylor Kim",1,social_engineering,high,0.86
"Sharing the revised documentation with examples. The new endpoints are described in section two.

I'll share the slides later today.

Best,
Casey Singh",0,legitimate,low,0.98
"Dear user, this is the microsoft accounts team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

IT Desk,
Riley Patel",1,authority_scam,high,0.88
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Let me know if the timing works for you.

Best,
Jordan Garcia",0,legitimate,low,0.97
"Attention, we detected a login attempt on your account. To restore access, please confirm your information. Your account may be temporarily on hold until you recover it.

Compliance Team,
Sam Patel",1,social_engineering,high,0.78
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Compliance Team,
Alex Khan",1,credential_harvesting,high,0.86
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Sam Brown",0,legitimate,low,0.96
"Hello, this is the administration accounts team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Account Services,
Alex Kim",1,authority_scam,high,0.85
"Hello, we detected a security alert on your account. To verify access, please update your information. Your account may be restricted until you recover it.

IT Desk,
Sam Singh",1,social_engineering,high,0.93
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Support Desk,
Avery Nguyen",1,tech_support,high,0.88
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Jordan Garcia",0,legitimate,low,0.99
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Cameron Martinez",0,legitimate,low,0.96
"Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Let me know if the timing works for you.

Best,
Jamie Kim",0,legitimate,low,0.95
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Cameron Khan",0,legitimate,low,0.98
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Sam Khan",0,legitimate,low,0.97
"Account holder, congratulations! You are the selected recipient of a refund. To claim your gift of $1,200, please provide your routing number to process the total. This deal is available today only.

Account Services,
Alex Nguyen",1,financial_scam,medium,0.91
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Let me know if the timing works for you.

Best,
Riley Garcia",0,legitimate,low,0.99
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Support Desk,
Alex Lee",1,tech_support,high,0.94
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Alex Nguyen",0,legitimate,low,0.96
"Dear user, we detected unusual activity on your account. To authenticate access, please update your information. Your account may be temporarily on hold until you reactivate it.

Compliance Team,
Casey Patel",1,social_engineering,high,0.87
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Taylor Martinez",0,legitimate,low,0.95
"Hi there, your login has been restricted. Use the secure link to reset password and restore access. Enter your username and password to continue.

Account Services,
Cameron Nguyen",1,credential_harvesting,high,0.85
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Casey Khan",0,legitimate,low,0.97
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Avery Lee",0,legitimate,low,0.98
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Cameron Patel",0,legitimate,low,0.98
"Hi there, congratulations! You are the selected recipient of a reward. To redeem your gift of $1,200, please provide your credit card to process the total. This deal is limited time.

Risk Operations,
Jamie Brown",1,financial_scam,high,0.77
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Morgan Patel",0,legitimate,low,0.99
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Support Desk,
Sam Kim",1,tech_support,high,0.92
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Regards,
Alex Brown",1,social_engineering_advanced,high,0.81
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Jordan Kim",0,legitimate,low,0.96
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Support Desk,
Alex Brown",1,credential_harvesting,high,0.82
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Alex Garcia",0,legitimate,low,0.98
"Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Riley Kim",0,legitimate,low,1.0
"Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Casey Wong",0,legitimate,low,0.96
"Notice, we detected a security alert on your account. To restore access, please validate your information. Your account may be temporarily on hold until you recover it.

Regards,
Sam Wong",1,social_engineering,high,0.84
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Avery Martinez",0,legitimate,low,0.98
"Account holder, final warning. Failure to respond will hold your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Account Services,
Casey Wong",1,threats,high,0.97
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Account Services,
Jordan Martinez",1,urgency,high,0.85
"Attention, we detected unusual activity on your account. To restore access, please update your information. Your account may be locked until you reactivate it.

IT Desk,
Riley Lee",1,social_engineering,high,0.77
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Jamie Garcia",0,legitimate,low,0.98
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Support Desk,
Taylor Kim",1,urgency,high,0.8
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Taylor Nguyen",0,legitimate,low,0.96
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Thanks for reviewing the document.

Best,
Casey Martinez",0,legitimate,low,1.0
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Support Desk,
Avery Khan",1,tech_support,high,0.96
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Compliance Team,
Casey Patel",1,tech_support,high,0.85
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Security Team,
Jamie Patel",1,social_engineering_advanced,high,0.92
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

IT Desk,
Morgan Singh",1,tech_support,high,0.93
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Sincerely,
Casey Singh",1,credential_harvesting,high,0.83
"Dear customer, this is the fbi compliance team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Account Services,
Casey Wong",1,authority_scam,high,0.84
"Account holder, your login has been restricted. Use the secure link to verify your username and restore access. Enter your username and password to continue.

IT Desk,
Sam Martinez",1,credential_harvesting,high,0.8
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Sam Brown",0,legitimate,low,0.99
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Support Desk,
Cameron Patel",1,urgency,medium,0.73
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Morgan Kim",0,legitimate,low,0.96
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Compliance Team,
Morgan Wong",1,tech_support,high,0.92
"Hello, final warning. Failure to respond will block your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Support Desk,
Cameron Nguyen",1,threats,high,0.91
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Account Services,
Taylor Patel",1,tech_support,high,0.87
"Account holder, congratulations! You are the winner of a prize. To claim your payment of $10,000, please provide your credit card to process the total. This offer is limited time.

Support Desk,
Sam Lee",1,financial_scam,medium,0.69
"Notice, this is an ends soon notice regarding your account. Your access will expire within 24 hours. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions immediately.

Security Team,
Casey Patel",1,urgency,medium,0.77
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Jamie Patel",0,legitimate,low,0.95
